Time,RPM,MPH,Throttle,Load,Fuel Status
22:48:25.215318,2342,63.3934120572,25.8823529412,82.3529411765,0200
22:48:26.287703,2306,64.014916097,10.5882352941,15.2941176471,0400
22:48:27.327796,2055,62.7719080174,18.431372549,39.6078431373,0200
22:48:28.368297,2407,61.5288999378,18.431372549,50.5882352941,0200
22:48:29.443956,2260,61.5288999378,19.2156862745,60.0,0200
22:48:30.488959,2241,61.5288999378,20.0,63.9215686275,0200
22:48:31.490333,2250,60.9073958981,10.5882352941,15.6862745098,0400
22:48:32.567729,1960,60.2858918583,10.5882352941,19.6078431373,0400
22:48:33.586230,1901,59.0428837787,13.7254901961,23.9215686275,0200
22:48:34.932846,2016,57.1783716594,10.5882352941,17.6470588235,0400
22:48:35.950268,1782,56.5568676196,10.5882352941,18.0392156863,0400
22:48:36.965413,1724,55.3138595401,10.5882352941,17.2549019608,0400
22:48:37.978993,1666,54.0708514605,10.5882352941,16.4705882353,0400
22:48:39.21648,1603,52.827843381,10.5882352941,15.2941176471,0400
22:48:40.36501,1549,51.5848353014,10.5882352941,14.9019607843,0400
22:48:41.32853,1479,50.3418272219,10.5882352941,15.2941176471,0400
22:48:42.84037,1409,49.0988191423,10.5882352941,18.8235294118,0400
22:48:43.132847,1302,47.234307023,10.5882352941,20.3921568627,0400
22:48:44.177795,1162,45.3697949037,10.5882352941,20.7843137255,0400
22:48:45.229140,1386,43.5052827843,10.5882352941,18.431372549,0400
22:48:46.245314,1334,41.640770665,10.5882352941,19.2156862745,0400
22:48:47.290371,1294,41.0192666252,10.5882352941,19.6078431373,0400
22:48:48.332794,1252,39.7762585457,10.5882352941,20.0,0400
22:48:49.347910,1217,38.5332504661,10.5882352941,20.0,0400
22:48:50.344111,1173,37.2902423866,10.5882352941,20.0,0400
22:48:51.387951,1134,36.047234307,10.5882352941,20.3921568627,0400
22:48:52.402840,1101,34.8042262275,10.5882352941,21.1764705882,0400
22:48:53.400397,1060,33.5612181479,10.5882352941,22.3529411765,0200
22:48:54.476621,936,32.9397141081,15.6862745098,46.6666666667,0200
22:48:55.542963,1480,31.6967060286,16.0784313725,62.3529411765,0200
22:48:56.595364,1702,30.453697949,18.0392156863,67.0588235294,0200
22:48:57.639227,1713,30.453697949,18.431372549,67.8431372549,0200
22:48:58.715343,1717,30.453697949,18.431372549,68.6274509804,0200
22:48:59.731733,1721,30.453697949,18.431372549,65.0980392157,0200
22:49:0.809086,1129,30.453697949,10.5882352941,25.0980392157,0200
22:49:1.857973,959,28.5891858297,10.5882352941,25.8823529412,0200
22:49:2.899267,852,24.8601615911,10.5882352941,28.6274509804,0200
22:49:3.942877,761,21.1311373524,10.5882352941,31.7647058824,0200
22:49:4.975467,672,16.780609074,10.5882352941,34.5098039216,0200
22:49:6.141675,653,12.4300807955,10.5882352941,35.2941176471,0200
22:49:7.185532,725,8.07955251709,10.5882352941,32.1568627451,0200
22:49:8.231640,717,5.59353635799,10.5882352941,35.2941176471,0200
22:49:9.246756,614,2.48601615911,10.5882352941,37.6470588235,0200
22:49:10.263034,652,0.0,10.5882352941,37.6470588235,0200
22:49:11.302905,651,0.0,10.5882352941,38.0392156863,0200
22:49:12.319082,655,0.0,10.5882352941,37.6470588235,0200
22:49:13.391605,656,0.0,10.5882352941,37.2549019608,0200
22:49:14.412769,657,0.0,10.5882352941,37.6470588235,0200
22:49:15.405341,652,0.0,10.5882352941,36.862745098,0200
22:49:16.421717,653,0.0,10.5882352941,37.2549019608,0200
22:49:17.439086,658,0.0,17.2549019608,62.3529411765,0200
22:49:18.486690,1543,1.86451211933,17.2549019608,67.8431372549,0200
22:49:19.501710,1641,5.59353635799,17.2549019608,64.3137254902,0200
22:49:20.554299,1797,9.32256059664,17.2549019608,61.1764705882,0200
22:49:21.604223,1920,11.187072716,16.862745098,60.0,0200
22:49:22.704290,1520,12.4300807955,14.1176470588,54.9019607843,0200
22:49:23.729249,1512,13.0515848353,15.6862745098,59.6078431373,0200
22:49:24.749372,1671,14.2945929149,18.431372549,69.0196078431,0200
22:49:25.823084,1796,15.5376009944,19.6078431373,73.7254901961,0200
22:49:26.864396,1960,16.780609074,21.9607843137,76.862745098,0200
22:49:27.895485,2050,18.6451211933,21.9607843137,76.0784313725,0200
22:49:28.909397,2126,20.5096333126,21.9607843137,73.7254901961,0200
22:49:29.976761,2201,22.3741454319,21.9607843137,71.7647058824,0200
22:49:30.989309,2238,24.2386575513,10.5882352941,19.6078431373,0400
22:49:32.6784,1414,24.2386575513,10.5882352941,23.137254902,0400
22:49:32.999374,1239,22.9956494717,12.5490196078,29.0196078431,0200
22:49:34.45640,1271,22.9956494717,15.6862745098,49.8039215686,0200
22:49:35.409314,1547,22.9956494717,16.862745098,60.3921568627,0200
22:49:36.454441,1678,23.6171535115,16.862745098,49.4117647059,0200
22:49:37.500555,1238,24.2386575513,13.3333333333,36.862745098,0200
22:49:38.550451,1200,24.2386575513,10.5882352941,22.3529411765,0200
22:49:39.565571,1162,24.2386575513,10.5882352941,24.3137254902,0200
22:49:40.580649,1035,22.9956494717,10.5882352941,23.9215686275,0200
22:49:41.629321,998,22.3741454319,10.5882352941,25.0980392157,0200
22:49:42.670677,965,21.7526413922,10.5882352941,27.4509803922,0200
22:49:43.681805,1037,21.1311373524,10.5882352941,25.4901960784,0200
22:49:44.700670,979,21.7526413922,10.5882352941,25.4901960784,0200
22:49:45.691811,958,21.1311373524,10.5882352941,25.0980392157,0200
22:49:46.784414,969,21.7526413922,10.5882352941,25.0980392157,0200
22:49:47.836879,987,21.7526413922,10.5882352941,24.7058823529,0200
22:49:48.885695,1015,22.3741454319,10.5882352941,24.3137254902,0200
22:49:49.899354,1030,22.9956494717,10.5882352941,23.9215686275,0200
22:49:50.948255,1053,23.6171535115,10.5882352941,23.5294117647,0200
22:49:51.964381,1065,23.6171535115,10.5882352941,26.6666666667,0200
22:49:52.983176,1107,23.6171535115,10.5882352941,24.3137254902,0200
22:49:54.84508,1108,24.2386575513,10.5882352941,22.7450980392,0200
22:49:55.99397,1098,24.2386575513,10.5882352941,22.7450980392,0200
22:49:56.116684,1132,24.2386575513,10.5882352941,25.4901960784,0200
22:49:57.131894,1184,24.8601615911,14.1176470588,39.2156862745,0200
22:49:58.98220,1437,24.8601615911,15.6862745098,51.7647058824,0200
22:49:59.100651,1790,25.4816656308,18.8235294118,70.1960784314,0200
22:50:0.202096,1920,26.7246737104,23.9215686275,83.137254902,0200
22:50:1.278175,2142,28.5891858297,29.4117647059,88.6274509804,0200
22:50:2.347009,2246,29.8321939093,29.8039215686,89.0196078431,0200
22:50:3.425665,2304,32.3182100684,29.8039215686,88.6274509804,0200
22:50:4.500833,2368,33.5612181479,30.1960784314,88.6274509804,0200
22:50:5.800754,2424,36.047234307,28.6274509804,85.8823529412,0200
22:50:6.902061,2437,37.9117464264,28.6274509804,85.8823529412,0200
22:50:7.974442,2490,39.7762585457,28.6274509804,85.4901960784,0200
22:50:9.37090,2524,41.0192666252,29.0196078431,86.2745098039,0200
22:50:10.115759,2575,42.2622747048,29.4117647059,86.2745098039,0200
22:50:11.162151,2635,44.1267868241,29.4117647059,86.2745098039,0200
22:50:12.248230,2686,44.7482908639,29.4117647059,85.4901960784,0200
22:50:13.350810,2760,47.234307023,29.4117647059,85.4901960784,0200
22:50:14.413237,2820,47.8558110628,29.4117647059,84.7058823529,0200
22:50:15.462172,2864,49.0988191423,29.4117647059,84.3137254902,0200
22:50:16.520869,2931,50.3418272219,29.4117647059,83.9215686275,0200
22:50:17.573213,2987,52.2063393412,29.4117647059,83.5294117647,0200
22:50:18.630815,3046,53.4493474208,29.4117647059,83.137254902,0200
22:50:19.733251,3102,54.6923555003,23.9215686275,68.6274509804,0200
22:50:20.804635,2996,55.3138595401,25.8823529412,82.3529411765,0200
22:50:21.879508,2250,56.5568676196,26.6666666667,87.4509803922,0200
22:50:22.953361,2106,57.1783716594,27.0588235294,87.4509803922,0200
22:50:23.957027,2138,57.7998756992,27.0588235294,87.4509803922,0200
22:50:25.39603,2170,58.421379739,27.0588235294,87.0588235294,0200
22:50:26.125791,2205,59.6643878185,27.0588235294,86.6666666667,0200
22:50:27.174643,2211,60.2858918583,27.4509803922,86.2745098039,0200
22:50:28.258263,2248,60.9073958981,10.5882352941,22.3529411765,0400
22:50:29.334605,2228,60.9073958981,18.0392156863,40.3921568627,0200
22:50:30.380770,2353,60.9073958981,19.2156862745,60.3921568627,0200
22:50:31.460886,2238,60.9073958981,20.0,64.3137254902,0200
22:50:32.535792,2243,60.9073958981,20.0,63.9215686275,0200
22:50:33.602240,2248,61.5288999378,14.1176470588,23.137254902,0200
22:50:34.934567,2250,60.9073958981,18.431372549,56.0784313725,0200
22:50:36.5925,2230,60.9073958981,20.0,65.0980392157,0200
22:50:37.50811,2244,60.9073958981,20.7843137255,67.8431372549,0200
22:50:38.77176,2254,60.9073958981,23.137254902,77.6470588235,0200
22:50:39.180820,2267,61.5288999378,24.3137254902,79.2156862745,0200
22:50:40.234692,2296,62.7719080174,24.3137254902,80.0,0200
22:50:41.329595,2312,62.7719080174,24.7058823529,80.0,0200
22:50:42.375939,2326,63.3934120572,24.7058823529,80.3921568627,0200
22:50:43.419604,2350,64.014916097,25.0980392157,80.3921568627,0200
22:50:44.442306,2387,64.6364201367,25.0980392157,80.3921568627,0200
22:50:45.518394,2409,65.2579241765,25.0980392157,79.6078431373,0200
22:50:46.578521,2431,65.8794282163,25.0980392157,80.0,0200
22:50:47.600851,2448,65.8794282163,25.0980392157,80.0,0200
22:50:48.682284,2459,66.5009322561,25.0980392157,79.6078431373,0200
22:50:49.700900,2464,67.1224362958,25.0980392157,80.0,0200
22:50:50.705981,2475,67.1224362958,25.4901960784,79.6078431373,0200
22:50:51.812233,2472,67.1224362958,25.4901960784,79.6078431373,0200
22:50:52.828510,2498,67.7439403356,25.4901960784,80.0,0200
22:50:53.840908,2513,68.3654443754,25.4901960784,80.3921568627,0200
22:50:54.892259,2524,68.3654443754,21.9607843137,63.137254902,0200
22:50:55.919693,2523,68.3654443754,17.6470588235,46.6666666667,0200
22:50:57.22283,2495,68.3654443754,17.6470588235,44.7058823529,0200
22:50:58.127664,2484,67.1224362958,18.431372549,52.1568627451,0200
22:50:59.192306,2466,67.1224362958,19.2156862745,55.2941176471,0200
22:51:0.238537,2462,66.5009322561,10.5882352941,15.6862745098,0400
22:51:1.288459,2205,66.5009322561,13.3333333333,20.0,0400
22:51:2.328520,2420,65.2579241765,17.2549019608,35.6862745098,0200
22:51:3.348427,2367,65.2579241765,19.2156862745,56.0784313725,0200
22:51:4.419811,2370,64.6364201367,20.0,65.0980392157,0200
22:51:5.775955,2368,64.014916097,21.9607843137,71.3725490196,0200
22:51:6.879793,2369,64.6364201367,22.3529411765,72.5490196078,0200
22:51:7.958458,2379,65.2579241765,22.7450980392,72.5490196078,0200
22:51:8.986079,2413,65.2579241765,22.7450980392,72.5490196078,0200
22:51:9.999723,2409,65.8794282163,22.7450980392,72.5490196078,0200
22:51:11.123583,2416,65.8794282163,22.7450980392,72.9411764706,0200
22:51:12.167234,2371,65.8794282163,11.7647058824,21.1764705882,0400
22:51:13.213566,2440,65.2579241765,17.2549019608,34.9019607843,0200
22:51:14.267240,2363,64.6364201367,18.0392156863,40.0,0200
22:51:15.292396,2348,64.014916097,18.0392156863,49.8039215686,0200
22:51:16.312250,2329,64.014916097,10.5882352941,14.9019607843,0400
22:51:17.419853,2065,63.3934120572,10.9803921569,20.0,0400
22:51:18.491019,2239,62.1504039776,16.4705882353,30.9803921569,0200
22:51:19.513622,2337,61.5288999378,17.2549019608,36.862745098,0200
22:51:20.566017,2258,60.9073958981,17.6470588235,49.8039215686,0200
22:51:21.671310,2239,60.9073958981,18.0392156863,52.9411764706,0200
22:51:22.719801,2230,60.9073958981,18.431372549,54.9019607843,0200
22:51:23.796129,2240,60.9073958981,18.431372549,56.0784313725,0200
22:51:24.819798,2226,60.2858918583,10.5882352941,15.2941176471,0400
22:51:25.837383,1940,59.6643878185,10.5882352941,18.8235294118,0400
22:51:26.859013,1897,59.0428837787,10.5882352941,18.8235294118,0400
22:51:27.904900,1843,57.7998756992,10.5882352941,18.8235294118,0400
22:51:28.933634,1789,55.9353635799,10.5882352941,18.431372549,0400
22:51:29.982408,1717,54.6923555003,10.5882352941,17.2549019608,0400
22:51:31.32437,1644,53.4493474208,10.5882352941,15.6862745098,0400
22:51:32.77392,1545,50.9633312617,10.5882352941,14.9019607843,0400
22:51:33.137777,1390,47.8558110628,10.5882352941,19.6078431373,0400
22:51:34.187473,1202,44.7482908639,10.5882352941,20.0,0400
22:51:35.401219,1292,40.3977625855,10.5882352941,20.0,0400
